Date,Filename,Height
12/21 15:00,2024_12_21_03PM.JPG,229
12/22 3:00,2024_12_22_03AM.JPG,406
12/22 15:00,2024_12_22_03PM.JPG,737
12/22 21:00,2024_12_22_09PM.JPG,1053
12/24 15:00,2024_12_24_03PM.JPG,1608
12/24 18:00,2024_12_24_06PM.JPG,2011
12/25 18:00,2024_12_25_06PM.JPG,2625
12/26 9:00,2024_12_26_09AM.JPG,3024
12/27 12:00,2024_12_27_12PM.JPG,3024
12/27 18:00,2024_12_27_06PM.JPG,3024
